age,education,experience,hours_per_week,tenure,sex,wage
46,18,21.11563150609581,50.45035864080083,5.994742660213932,0,33.93094242102872
47,11,32.730263103451236,50.86080662489848,2.1326274234275706,1,40.48557835739341
43,17,23.0,44.62050859489146,2.8565949048009642,1,37.02401629536501
50,20,27.0,50.01693997211388,1.3455678514908274,1,39.83582155942395
26,13,8.877816018333181,39.27328033448881,6.978282636501616,1,28.296512949285702
55,11,41.0,43.95321836414476,6.681871823471174,1,37.15903332926956
53,13,36.866275431910815,50.78493411735081,0.11245491205495792,1,42.92296886395728
45,14,25.759881507545913,43.51153352887248,0.31040925439637185,0,27.93339128851319
56,15,36.66793004129061,46.239917756362026,12.779422397898264,0,47.21136796416053
22,13,4.6567165557562,32.959091407659066,10.983331791550558,0,23.023419174668014
33,18,8.809262104687674,34.897251543859134,3.5269814048653596,0,30.42161574007623
31,11,14.962818592216653,40.42301029808608,3.3997471913805803,0,19.613952385977793
45,10,28.42535761826031,40.37176528217016,8.36786056017101,0,34.85637710135931
27,17,4.615391405526633,45.0601849663577,0.7451117844106857,1,31.70434782959347
46,8,31.59575936644402,48.32342498493371,5.302236451571861,0,36.242655792148625
52,13,32.88558277239063,32.40395698963572,3.2311557095955106,0,29.114416496159123
45,20,18.507628516233012,35.47989852275925,6.799840380752146,1,36.4620586481859
41,14,22.290498839125082,38.084177193331904,0.15282591762351566,0,30.436227596388356
28,11,8.849011866096403,42.28014465763069,4.4913399789594095,1,28.82457995370808
30,14,13.0,37.095421357291514,4.0678609369284695,0,26.61676543819204
50,14,33.0,38.49947647239144,9.189488147412225,1,40.84488308877603
46,14,27.60848691374153,41.43135159885221,5.647981327168115,1,43.237269610042
38,16,16.014139540845658,31.224457367594333,10.608003749177515,0,38.695285443523574
34,11,17.454457810380926,43.696477106123545,10.913945829154644,0,29.88350315741576
22,18,1.116259418016587,37.94281761910841,2.6226285551222412,1,28.83847474588047
27,15,8.288928721380405,37.978246935133186,0.7392188316392151,1,28.298922079451582
57,16,36.784000033447505,41.85669033167505,4.975096023589148,1,47.61306764977973
25,12,8.858590924153551,49.312900380629486,10.34730153804605,1,33.96513678329787
40,17,17.272191595220956,34.953163300236106,0.38955552016666983,0,25.133654304746035
48,13,27.029708302469007,45.13149581924799,4.081359108316515,0,31.116499684508167
25,15,4.059354586200472,36.637599943745904,0.6108354956334701,0,18.348010189470457
40,12,24.245171619926214,46.112008981794446,0.136835386670577,1,42.02395353541206
47,12,31.19327443203387,53.06809740138142,5.691477065061845,1,41.89731824651924
38,16,15.676253866845768,38.06825333698045,5.726155446758713,0,27.71310499412591
62,13,44.706786663954055,50.16523430904719,4.589685995242778,0,39.03777770631352
22,12,3.4695211676776734,40.60972153103383,9.802884039524326,0,25.738675938117144
49,12,31.340988860234784,43.992456943218706,0.4216735747487512,0,35.03497223126921
36,16,17.0,47.2046013727685,0.5561119909527359,1,35.837228072911174
46,12,29.88093578996953,32.40408133159655,9.99522603886134,1,37.82610720974589
42,14,24.321694901201326,42.288123257876656,3.498610942002813,1,37.14229610619172
31,14,10.855423045527655,26.455634650252268,1.5945072173966723,0,23.522738558542347
40,9,26.8560546903454,37.760010252658816,6.700050537001484,0,27.204056529854814
22,10,7.613413157620557,42.595997161539394,11.240660801334828,1,26.560406455345973
44,15,26.0,45.20226873725418,5.849520388615977,1,39.995930162801216
41,12,24.8446181580294,41.00308883534637,7.849465986722912,1,37.43283396876359
44,17,21.710810414827975,44.30717829113647,1.6598924246895408,1,38.3679730559645
49,16,28.019059755861182,40.229931499848924,1.7038347444225295,0,35.83331409059342
42,16,21.542998249366516,44.382527227480345,9.980058466572096,1,43.691323451679416
39,19,14.930751348648744,38.18621211607858,4.7707788543629945,0,28.228444999599542
29,14,6.0,47.854684855936355,1.3339280068217834,0,25.359748284498494
31,16,9.00780789284242,43.68227924084528,3.7133871549815782,0,28.45352160351594
50,13,30.31059205186378,26.494704520372892,5.789590167015968,0,32.12209289682648
52,20,26.405111970203084,28.186928698783696,1.2330146749830644,1,39.39902188164032
36,19,10.1701384972403,37.970786337044196,5.3196980909170355,0,28.0163237491551
38,14,19.139445283561024,49.775776916869404,0.2152935633524912,1,39.83129985216777
29,15,9.928021307724128,50.82089071146755,1.8098132318905087,1,30.948978827543513
50,17,24.949010308072566,31.70101221634184,5.60385717127843,0,35.25086250870151
45,14,25.47441067038957,36.496094619032206,0.8087670863552093,0,29.57348660681054
57,12,42.0,55.55408739364301,1.2564230549004383,1,41.769074262572104
29,16,7.421392745421739,42.76005441028355,10.563680127260485,0,24.17188733045404
34,14,15.213482913843514,50.169480337964856,5.609216752981901,0,32.2242854833183
40,14,21.641843681920694,40.69324869391738,3.4549346804124417,0,32.24916433832273
44,12,27.854734268276264,33.05734190726127,1.1842692477732617,0,28.83257283699896
36,10,23.0,36.47133970236931,2.0882678571721303,1,29.081331403913957
29,15,9.251197002586105,47.155969706353986,4.270460256954632,1,31.588865753453515
47,16,25.922274022258325,45.43580553668954,0.8439432684113757,1,36.214749648820096
45,13,29.0,53.6211498583649,3.286430522383359,1,37.960559488893466
29,18,8.0,46.44586247466631,2.6294796809149688,1,27.655698286023966
52,12,35.163512949423534,18.18164346109263,3.2378808800045924,0,33.11357932488225
50,11,36.0,36.103278965173736,0.5577918653437653,1,38.344454248621126
39,14,21.017054863197743,21.91024760106198,0.5630284211285873,1,34.85552124023601
39,14,21.639234839469278,41.056361693236376,16.636615602321168,1,39.64982815619507
44,16,22.529417622774787,44.39287662760842,19.4044955227616,1,42.559223727086405
29,12,14.0,33.531131787010466,2.777063921442287,0,19.343656148926282
38,17,14.495182618186334,29.602699223639622,7.779377995298504,0,32.92345875102715
22,19,-0.4623238922412449,46.973335350153526,5.332537441302994,0,27.170120693535054
47,14,26.479875163487637,43.47228155425774,0.6216796021554761,0,31.67607786955466
22,17,1.0326562120334934,30.975984884082404,1.759706948343157,1,21.923584967764434
53,11,36.90584442672853,31.309525392349222,1.8818481482855753,1,34.76186403330329
35,17,11.214443575665712,32.48413730699233,4.528911136362826,0,25.53299347165121
36,17,12.951306107923584,54.667953721988056,4.337225611857672,1,37.88275457591894
32,16,8.822023119605142,48.89100388279419,12.852890938903984,0,31.347876605447468
35,14,17.923444667171427,45.74830228740535,7.804103434571186,0,25.843433436075113
52,8,39.10348271546205,37.61893634219409,9.719229666181462,0,37.39326605913127
22,12,5.388856265091577,47.81791783503478,11.092534859485998,0,22.618022869312778
51,12,36.0,38.05404423932957,8.079208679940098,1,39.920451216372555
41,12,25.751201846543587,33.888508521344555,2.0239361475272553,0,31.988999902673548
26,14,5.342866172834234,22.585291431384825,1.2104404266462248,1,27.542077416989738
27,13,8.15517532707019,38.84469985558354,4.240443141721154,1,31.856499488844143
55,12,35.79441450865797,33.08554946556958,5.848957113001811,0,35.56706158710244
29,11,13.295405305265604,41.70253908303185,2.443429049123628,1,31.635320793130877
26,12,9.549145914122127,25.329217411226306,9.430526020123919,1,27.311467132119667
49,17,25.329533670790937,43.338478299169324,16.16570961959993,0,38.47629397517831
41,12,23.32896336969808,21.56726373467427,4.212828843675091,0,27.011667248632513
29,13,10.052943086117823,42.588237780284814,3.049474872354618,0,24.416091707479158
40,13,19.915747807232627,46.2726267394503,9.253953658123164,0,27.944095220427847
28,15,4.0,34.845738720973756,0.12284452953240088,0,20.75869697454025
49,15,28.510696941931954,49.05898551405122,0.690638932724031,1,42.94033511163054
49,8,36.176142020031136,35.3530493444038,9.34291075148497,1,36.1977273556094
43,17,19.62938084478842,38.425840886638966,6.584374835129059,0,28.327184430406948
42,18,16.305498811034195,50.05574827019329,2.690441979103902,0,27.527336278984468
56,11,40.26379030025537,26.279608463219922,10.984456761907335,1,50.98645897338546
38,12,18.30351891727162,29.227232550661846,2.16514478003587,0,27.37439278487315
26,13,6.811270972677501,36.97753211541058,5.023497576638492,0,22.339737380975556
42,12,22.390363007456077,38.797318555215284,5.030181083744047,0,30.113874430280383
59,15,38.7266430154443,47.492726207069346,1.0187386895023745,1,43.80767919888163
28,9,11.036973803516291,25.018489852217286,1.6763269788817425,0,18.26212199064117
34,11,18.769748956645323,38.831075418171686,12.385104482918026,1,33.51642377585067
42,18,18.7003283450714,26.6087929046754,1.0131204503272495,1,33.50317657751377
37,12,20.360176400013145,48.92007809884024,0.9532282618206721,0,25.757086769911517
28,17,7.608775400039349,43.409052130517075,3.265936335469213,1,29.439108546187637
49,15,27.895222197724536,35.97612836076346,0.48364144954470495,0,33.06891080720263
61,9,46.803771753984314,42.60908744361324,11.251205730433746,1,43.46106302386982
40,16,20.570780457974454,50.55259104214188,0.5276311931259885,1,43.26739398170047
29,14,12.0,44.4091814115756,4.792827719145043,1,33.56751906147417
23,13,4.214032618302445,50.29056800371447,2.075924890170745,0,18.263382326392524
41,15,23.0,44.2880420956149,8.155169313376764,1,30.80716140761036
49,15,28.689455977112225,30.805701709549485,4.455683150486852,0,31.257170368870025
43,16,22.37041082635205,36.155918628632655,2.4576167607439814,0,32.81284376388822
38,17,15.200348123303968,30.58272805523255,20.636297173208668,0,36.544305795148226
32,15,14.0,28.057708096542584,0.3426309116531637,1,29.110277643269686
27,11,10.804828150996237,45.67761201087597,4.311218513349334,1,27.279369668296944
46,13,26.31240245518081,47.60330495606121,22.814535692559467,0,37.467471387208356
47,20,23.52404533022357,37.96570476694637,5.871303778084654,1,39.04455637366705
23,16,1.5131492223360725,30.430317457903374,6.7309400405798625,0,19.602212607240293
54,20,30.76141773441487,54.81167552099984,0.163086768810516,1,41.6781943113233
44,17,22.650589338418094,28.17019898728777,0.10797329192036735,0,33.74823882449082
52,15,30.86254324227688,30.507697522409593,0.18389107471786337,1,35.36936975706297
25,15,2.538321178584556,26.538376388733226,23.97191849496872,0,31.08674523959214
24,14,6.34435896161138,25.639654508021188,19.44147398151729,1,35.13413417084506
37,10,19.91345455229481,41.7313952113235,2.0361502667725624,0,23.272832037922072
43,14,26.0,31.9137844714165,1.7193705288156622,0,27.599011034989406
56,17,33.773579428755205,32.95791316270872,0.7888788950208785,0,38.85024701386615
45,13,27.882503726604764,50.25674995429102,1.9959762676853308,1,34.66152450153257
36,15,16.22679609037421,32.53149630923972,2.311367364575743,1,31.773278156234124
28,16,5.279756575210433,47.01233410571018,6.897245552173067,0,32.364010070508954
50,12,34.045210991972766,55.794747684916906,10.06054287770592,1,46.256751988349976
28,13,11.167972898931886,41.36411102580741,6.866596901942577,1,31.189133088244034
54,11,38.31495128295973,48.59156113232828,5.199006803763801,1,44.55543594322003
35,12,18.590271630220148,43.402261578873485,7.260036190277939,1,33.90355586712252
54,11,39.016426862851894,43.418401854056256,6.706556777843841,0,40.38408645500915
45,12,29.07675744397655,23.57272332825157,3.228930124975114,0,23.983075321968755
37,18,15.378050969902315,30.023316861187855,2.0462468153471045,1,32.56644771410349
33,12,14.988110409144893,38.47861380028834,1.6618682546943377,1,23.700022084871573
35,14,17.807754734958564,34.148131536092166,5.687110599623992,1,33.76604937864187
42,13,25.33142366241654,37.752849870913295,16.008142646945608,0,34.86943544977644
39,17,18.05467165294357,38.45714760929263,4.350074808533013,0,34.43433572015253
32,17,12.0,50.21370752953892,12.182097084474705,1,38.92969169253678
36,16,17.0,39.4683800912292,0.07165789601573216,1,30.897238104909018
39,15,20.080076408718533,38.11510464964559,7.910832084893249,1,35.131217451794825
22,13,5.942154454750558,37.87618515945369,9.607154165423815,1,30.355216109229403
43,11,26.97883665051223,33.70850410706427,4.984709678707323,1,33.6907034996832
28,19,3.4383981842335682,26.96928919896516,13.595125985378129,0,27.769380410164207
26,12,9.994301365955787,26.17643604447991,4.456929646565164,0,26.2488000664054
22,16,1.1158648827696633,41.86146828480566,1.37571773024364,1,23.883802834817786
22,17,0.7078348558035703,39.85570990020903,1.2149282346785064,1,25.140869642764187
24,13,5.1462334085355455,39.32546424159434,4.057810079091403,0,21.277243442008707
31,17,7.660006694414001,29.877531420222326,11.848109955520698,0,37.64921941111158
58,16,38.97372158160563,37.45298912738288,0.3756005904536686,1,44.11238361092293
33,18,8.320110711079437,48.379790836410564,4.63663848116137,0,31.53487270657296
40,13,23.57765942340407,28.238006973955756,7.344109348055243,0,32.63911939927405
42,11,25.065485853058416,45.34596653811359,0.6131102658290299,1,36.60566811401639
39,13,23.0,28.230193737554607,0.620846432333169,1,33.74207855868559
37,15,16.852726157537845,31.60233661098599,2.279541162091989,1,33.27367557337402
26,14,3.306025898123965,46.94553670438891,1.6002080237686926,0,17.874210685977946
53,13,36.3568127345233,45.228595533857785,1.105192335882458,1,41.39557397712456
56,9,40.61808802097917,37.89675644526977,1.1075629952719004,0,33.99309647175062
22,15,-0.6644140518545463,25.29493965186896,0.7001568297749665,0,20.046603190089005
28,19,2.4779346624271037,44.908822929281705,4.719003590297227,1,30.60928662785385
35,15,15.987458819092815,47.99817302914585,5.825773739089923,1,36.96585732246238
28,16,9.0,51.14774151538738,6.069042194582109,1,35.26218874281912
43,15,24.877430239629668,46.407181268208944,3.800218142595018,1,28.837554381810506
31,15,12.085059973258899,41.31382080597875,15.278077003694111,1,34.71645241955532
60,16,38.7182713598266,38.22073043391166,10.62356617345711,0,36.11482020305761
50,15,28.959178801433215,41.905163542841095,15.806708417327084,0,39.91778702557089
40,13,18.855413635454443,26.07460550946384,2.4616182140253184,0,25.846606793630844
48,12,27.868659022164834,24.524283711403363,10.509792172485819,0,37.284428358543934
49,13,31.695247206522982,52.10184505493217,7.195832915354864,1,42.06882581899469
32,15,10.75902007045089,44.16493503533182,2.077371943976848,0,24.318558372868047
30,13,14.0,31.54031519522886,0.5635666210260698,1,31.395172787470063
39,15,21.0,48.444071306089256,5.738297115132486,1,35.83511860317959
47,15,28.907699523638424,38.82899572786802,0.7335308527672963,1,35.90462910330424
39,16,18.57957593038423,50.88871405572974,1.7391126903782559,1,36.38926550476511
22,17,-0.07097825516520917,43.662393453203265,3.469382997043894,1,32.371613237406734
30,14,10.618106705599036,39.372241020269456,5.695336364419324,0,28.461446384193852
37,11,20.787753969893252,43.0161393266994,13.033856881931987,0,33.50227577225514
37,13,16.41720280628347,44.601677792247514,4.497660291591595,1,41.48723833831142
58,14,36.74849272012601,35.88645013747649,5.564769696371591,0,35.341870599255614
24,9,7.9634184339091565,32.83018295638818,1.8554187713743393,0,17.250057823534977
43,17,22.177525301685154,53.97059818992851,5.812437012401576,1,39.76200065577825
53,14,31.79495935085146,38.49127720278309,2.879400240727782,0,39.034454774139
61,15,41.94279814676304,30.501285041467916,9.722147629526837,1,43.34676907110263
34,17,12.684197589470513,36.03888288059462,2.4916082424330446,1,37.26950865456301
43,12,26.761275792693407,45.19680693050877,3.1581161965594178,1,31.943942441257498
44,15,21.92540855944888,42.08582091546119,2.83334589655776,0,30.655888865840346
40,14,19.041522418899984,28.60342537886658,8.333291960901857,0,30.426513044923347
37,14,17.37959941032896,51.32947881911047,15.362979874424735,1,36.39412390582592
42,12,24.570101160860748,37.50864420274794,1.9821029243739545,0,27.351032843486
22,18,2.8566539428870525,39.94320099587705,3.2220508105571994,1,30.830028044683694
45,13,26.84407307481199,40.79415878990043,6.119623747632402,1,42.155154528020304
39,16,20.0,38.12105032237433,11.287180226098057,1,31.833146035188598
36,9,20.528097828836927,36.15486937438596,3.4031363817862585,0,26.57587999518212
58,17,37.29527843569484,48.11632824161261,0.576456696334057,0,38.090872322555924
31,17,9.036809239252594,44.97464791402585,2.2996438257957355,1,31.600554160368507
34,14,11.0,42.54751140983657,3.9965610480941365,0,25.303076133372706
58,13,39.603296737368524,31.973060400251924,2.7023416821813626,0,32.48777082543931
30,15,11.372817657678482,44.44848801840444,1.0323892858737942,1,34.89654074762737
32,20,8.051590692961375,32.97053391041446,0.18845479490505673,1,34.06590131188398
37,10,22.036651282334017,52.56846312278649,5.814292919817378,1,34.43159129821516
46,16,25.94814166177127,33.133695750181964,24.624942898461413,1,44.38284959551411
40,12,21.233110813195708,39.05067482018271,12.579302097533006,0,30.478399677972543
25,14,6.546475650502374,40.69637920834944,5.748542394422663,1,21.32603789931128
33,13,17.0,35.7526466974067,9.210943848506032,1,34.87110243295032
32,13,13.27632584429514,49.773500476424935,1.4767410346903889,0,28.191914985715723
37,14,19.914927080997966,40.21141440433787,4.8700552305558045,1,34.9073480052848
42,11,26.652197240061316,51.91930044253185,0.3125919636527446,1,34.85361669793342
42,17,20.486973981292838,35.95827754538683,6.141053026715016,1,37.39849168507229
22,10,6.269776203667035,44.33793746970592,17.511557799638368,1,29.05967178565332
49,15,29.444945081147704,35.96583874692015,9.859120932848178,1,39.7250500900646
41,13,19.0,46.8118026033901,3.8225808793830653,0,29.061213527395758
52,11,34.11466705054155,38.1340918614441,7.77333357352754,0,37.54717245501258
42,15,22.877188734213743,34.73759194338626,14.402991268166435,1,44.034687441754656
49,10,35.845510481405235,46.264145948042625,1.21684339861958,1,37.52936156975479
43,14,24.596983183712567,42.54911257228542,7.881430605745847,1,35.102221841944406
51,10,37.5215103133675,46.69233686212059,1.5725056009723624,1,39.31162939290154
43,15,20.730317007914632,38.699045653752954,10.47571775520618,1,44.26376010759892
37,12,20.914744721689576,41.86436988440176,0.5176692900113217,1,29.34450881555038
61,13,41.4807458106299,32.261352091030645,0.9814031781073979,1,44.37044246493343
47,15,26.187544726511,35.33976886673355,6.375848791377457,1,42.49846148953946
44,12,27.71925167820421,48.74063762980117,0.9605111836045633,1,35.093999160406746
25,14,8.0,52.75972726709243,0.8601987919539635,1,26.667878510333708
25,10,11.556810145205088,41.2018572471596,4.053653551332132,1,29.683560237310093
41,16,19.027346495705675,44.46911038482203,9.008662304274727,0,33.96823022731629
39,18,14.970704415799347,43.176316857941096,1.5630676405243955,0,31.368392580706335
32,20,4.929556660193299,33.912235656719595,9.198602641223646,0,34.570659914688825
39,14,20.184024879940974,54.23268735868479,8.250086050422873,1,38.12965028014961
54,16,32.6410640682062,41.372478746483,4.326864176089692,0,33.183638218677736
45,10,26.921959222333257,39.239240865617276,5.20024665221594,0,31.030530520653354
27,18,5.889581075424532,47.78193000136084,0.20640834771017944,1,30.40230104446366
37,16,14.417239399321721,33.73769932767118,2.2874951595518596,0,30.965445727649126
30,13,14.0,23.116447344511386,1.5285169676863868,1,27.532758335242583
34,17,12.441640185848126,46.459613616279746,0.8126173577020522,0,26.076296859377077
34,13,12.49037398124139,50.17376372746677,2.4686900045653606,0,22.238382580445467
33,13,15.127628855159173,53.55553850080797,2.191782202107951,1,33.862793763664115
25,15,2.7167084680890645,48.802343455070016,6.526184131337259,0,34.60034209508555
37,11,17.280908052390284,35.67600020113292,4.557714360058574,0,25.957185227841993
32,17,9.451200085685883,44.01030461642382,12.214990192244779,1,36.7782514278119
22,11,8.0,47.04269132860214,0.7856531451697575,1,24.575031830983228
59,11,42.91426484431866,48.25700501506253,0.3080399916445524,0,33.32934119147215
49,12,34.0,39.14854299676399,3.824373805764003,1,40.29731163958359
34,16,13.243647660027504,37.51899980932688,0.005138332395707791,0,25.911614462210796
38,12,18.887235258487287,32.477207668413776,7.749220711989839,0,21.556917199986028
26,11,10.427343204988935,50.33525065984051,3.525824410478492,1,33.802143938892485
55,12,39.88265427036046,28.596292358523666,3.347793701917103,1,41.66143612673869
57,14,39.65625930520955,49.084596570274236,2.2509734704290123,1,43.4774134870727
40,11,24.133986976437498,48.039611488396616,2.349808839799757,1,33.21815018541389
48,11,30.73501024413119,48.54432990227756,2.820549039358058,1,39.119038010689614
40,19,18.0,40.47139667279679,0.08081126410891086,1,36.33365203017135
25,12,6.788275491485791,45.17525110059773,0.43621585862088474,0,22.682458222134
34,13,16.51139166022607,51.755508276454236,3.516472656214722,1,36.3395365217096
39,13,20.17000169585795,39.418378774804644,0.8133139063950496,0,31.55397765029591
33,13,13.635907116033458,36.28347110836869,7.542594917984999,0,33.2029364036961
36,16,14.184093361558226,32.61483756728055,1.6043688565562708,0,24.047932760471866
37,16,16.93042092917463,45.29832141336241,0.5151474915622302,0,26.64475287541187
37,13,19.813177280470363,33.58197043541502,1.340769478797045,1,32.972004520326344
39,11,22.25593434100836,45.71397696348107,2.2088166746540807,1,31.14443209229889
27,17,5.757534308282084,53.24521752909725,0.1797766164260663,1,27.819647474848114
31,14,10.303397327885135,29.381704949885943,0.7638653713952572,0,24.410424586432125
25,18,3.135848405870277,38.276954914470124,1.9566776703530995,0,26.00364814628889
48,8,35.75667859710636,38.61330052281811,1.8588013140103519,0,35.35963801535445
22,14,2.161287500646198,47.340799155825565,8.056866334120059,0,23.32736945815164
50,19,25.081896217771117,51.24363052368377,9.26569015151722,1,44.74466686892051
52,13,33.16116160484008,28.581980744941028,1.0747522775196356,1,38.26472067463529
35,13,18.02268489237683,33.93457751154563,0.6616028236505682,1,30.8678766838678
22,15,1.504484453981921,37.955503091391776,5.027829951937292,0,19.610000130484615
34,13,16.43806577101092,23.337256424049066,8.164135488970105,1,29.301166301688657
37,13,19.27974562368915,36.362555159880294,16.582870136970392,1,40.1033515977508
28,13,10.11080115023203,47.98771871498337,0.03409742332471468,1,26.04719304624523
33,12,16.96490905963408,41.11236845203675,2.669431728593073,1,25.887725780050047
53,17,27.0,30.86801264305755,6.621066173795236,0,35.18994376395329
45,15,22.348010056845435,49.54080370192409,8.817589190991104,0,38.80123997009173
29,15,7.059423731828974,37.9404837154487,0.3215511289712028,0,14.505944627475323
22,16,3.0,42.88652283140484,5.706782513973474,1,27.906374469269334
35,13,14.779279537106605,29.10474544140486,1.70498330384003,0,26.80189632278718
36,12,18.27070221274681,33.04164589255717,0.3876295836404233,0,19.869937786891526
43,12,25.339814126396494,38.07228379877733,3.3579322800226814,0,29.562346781202507
33,14,14.946874758491143,23.241764648323574,0.8607869957246248,0,20.684181957011926
43,11,29.0,30.499260535981016,6.678149164994137,1,33.3496513775751
57,13,39.913745546807625,45.95404081753841,6.7596926907279755,1,43.11615019898126
46,13,26.286772888215836,43.48287101286208,9.227946151408998,0,30.956053757918045
38,19,12.004250345761465,41.443365818575884,2.370609971588321,0,25.274953564765923
36,8,21.63840516630133,47.96519838916328,0.06699583229257568,0,25.537144467097747
34,14,13.3489499685146,37.03545636749103,1.5037415820084892,0,32.09114444171394
50,18,26.83044111403735,37.369756765611385,3.1537895200232184,0,36.8208537711252
32,14,12.630464726227807,43.52165135833674,5.921035192729499,0,30.34131693190888
38,16,16.887701786717525,47.58324858907523,2.406662481566278,0,31.879087702805826
39,14,22.0,54.24283073581615,3.8398751703226597,1,34.317692303673034
33,12,18.0,30.038081492304272,3.714456666443999,1,31.772087503156506
24,8,10.186995090111335,38.60230496956987,0.9015120793083116,0,23.170016638540716
41,15,21.64919565709348,39.386206110574776,4.878207000508511,0,33.519674511734294
37,12,20.472509724248678,43.011850784866866,2.8924159377000995,1,33.73355739294648
43,12,28.0,43.70333776527441,8.24918283840903,1,40.080146394472735
33,13,17.0,47.33786788859162,5.865782834337287,1,41.01872181810153
50,18,29.0,47.92452139587111,0.5909297564411755,1,42.74715369363262
29,20,3.1411047617872856,52.89345754508401,3.3545651085485284,0,25.978025154871055
55,15,32.99746275401367,35.625050489642156,6.061610455657504,0,36.41427703863752
22,13,2.908207343201785,26.248344624541424,0.4551612081606046,1,20.31690695890458
42,11,24.93994418871835,40.446265675797484,7.863048192408726,0,38.512936944997634
43,15,25.0,53.18357081548562,1.255172788527072,1,42.082035373290026
30,18,7.53523264795389,39.86578097497906,3.496679410385157,1,31.39545876485448
42,13,26.0,44.63156366478433,14.114047694224176,1,47.251235800468436
51,8,38.2659271007784,43.65019488312966,4.235388829308883,0,36.08615328513497
22,16,1.574470668609241,43.69207920169755,2.7587107848156385,1,25.95249418183133
43,16,22.974517256279277,40.67435469237742,0.034090590152308725,0,33.142784503741844
22,10,3.637008883279244,34.170756871690024,0.7159674479728749,1,24.290495746731878
28,14,8.165874581892737,22.878253613071834,4.321621955704197,1,30.17980685298588
54,15,31.62655155546231,27.860152941298058,3.404364500000697,0,30.128450981800125
32,14,12.770427465698916,40.15564184248534,2.261440799780282,1,28.12032627227851
26,12,10.504394426778843,56.69141667378113,12.833787506461556,1,38.31938748836591
